timestamp,dataset,prompt_id,prompt,score,error
2026-01-16T17:12:12.757972,AILACasedocs,gen2_00,"Instruct: Enhance retrieval of nuanced court documents ensuring legal coverage
Query: ",0.43799,
2026-01-16T17:12:12.848654,AILACasedocs,gen2_02,"Instruct: Refine court case retrieval to surface insightful legal nuances
Query: ",0.43251,
2026-01-16T17:12:13.225222,AILACasedocs,gen2_01,"Instruct: Experiment with comprehensive legal interpretations to reveal court documents
Query: ",0.43272,
2026-01-16T17:13:15.277661,AILACasedocs,gen2_03,"Instruct: Propose framing methods for uncovering relevant legal documents
Query: ",0.40846,
2026-01-16T17:13:15.477539,AILACasedocs,gen2_04,"Instruct: Integrate detailed legal interpretation to enhance document retrieval
Query: ",0.42407,
2026-01-16T17:13:15.879289,AILACasedocs,gen2_05,"Instruct: Improve retrieval focusing on broad legal coverage in court documents
Query: ",0.43086,
2026-01-16T17:14:18.580012,AILACasedocs,gen2_06,"Instruct: Concisely refine legal document curation based on court case precedents
Query: ",0.42985,
2026-01-16T17:14:18.931913,AILACasedocs,gen2_08,"Instruct: For focused legal coverage, enhance document retrieval consistency
Query: ",0.42978,
2026-01-16T17:14:18.994344,AILACasedocs,gen2_07,"Instruct: Employ precise methods for retrieving insightful court cases
Query: ",0.40937,
2026-01-16T17:15:45.879289,AILACasedocs,gen2_09,"Instruct: Utilize framing techniques to gather comprehensive legal insight
Query: ",0.41597,
2026-01-16T17:15:47.042844,AILACasedocs,gen2_10,"Instruct: Capture essential elements of prevailing legal interpretations
Query: ",0.44258,
2026-01-16T17:15:52.426999,AILACasedocs,gen2_11,"Instruct: Concentrate document search on comprehensive legal principles
Query: ",0.41165,
2026-01-16T17:16:48.353248,AILACasedocs,gen2_12,"Instruct: Discover court documents via new comprehensive retrieval strategies
Query: ",0.4198,
2026-01-16T17:16:49.609242,AILACasedocs,gen2_13,"Instruct: Apply innovative retrieval methods for case document insights
Query: ",0.43012,
2026-01-16T17:16:54.886578,AILACasedocs,gen2_14,"Instruct: Adopt unique angles to reveal legal document intricacies
Query: ",0.43535,
2026-01-16T17:20:48.565299,DS1000Retrieval,gen0_00,,0.71194,
2026-01-16T17:21:21.586556,DS1000Retrieval,gen0_02,"For the data manipulation task, find relevant pandas code snippets",0.70618,
2026-01-16T17:21:22.083673,DS1000Retrieval,gen0_01,Retrieve a Python snippet that solves the given data science problem,0.71146,
2026-01-16T17:21:51.714854,DS1000Retrieval,gen0_03,"Based on the numpy-focused query, identify suitable code examples",0.69336,
2026-01-16T17:22:24.263717,DS1000Retrieval,gen0_04,"Using problem keywords, discover data science scripts for answers",0.69877,
2026-01-16T17:22:24.772375,DS1000Retrieval,gen0_05,Search for Python code addressing the specified data analysis challenge,0.70979,
2026-01-16T17:22:54.393749,DS1000Retrieval,gen0_06,Locate code snippets that provide a solution for the requested task,0.70729,
2026-01-16T17:23:26.890980,DS1000Retrieval,gen0_08,Match user query with corresponding scipy computation routines,0.68989,
2026-01-16T17:23:27.436377,DS1000Retrieval,gen0_07,Obtain pandas and numpy code for efficient data processing solutions,0.71023,
2026-01-16T17:23:56.461985,DS1000Retrieval,gen0_09,Find Python routines suitable for the data transformation described,0.71016,
2026-01-16T17:24:29.544556,DS1000Retrieval,gen0_11,Identify code examples for statistical analysis in Python libraries,0.69933,
2026-01-16T17:24:29.925631,DS1000Retrieval,gen0_10,"Given a data cleaning scenario, fetch related Python examples",0.69788,
2026-01-16T17:24:59.131554,DS1000Retrieval,gen0_12,Surface data science algorithms in Python that align with the query,0.70274,
2026-01-16T17:25:32.029752,DS1000Retrieval,gen0_14,Discover Python solutions for machine learning preprocessing tasks,0.70945,
2026-01-16T17:25:32.250185,DS1000Retrieval,gen0_13,"For computational tasks, retrieve scripts using scipy and numpy",0.71235,
2026-01-16T17:26:01.866933,DS1000Retrieval,gen0_15,"Based on similar queries, suggest Python code for robust answers",0.69927,
2026-01-16T17:26:34.369813,DS1000Retrieval,gen0_17,Find exact Python code examples matching user query parameters,0.70179,
2026-01-16T17:26:35.225291,DS1000Retrieval,gen0_16,"Using semantic relevance, obtain scripts for the query's task",0.69991,
2026-01-16T17:27:05.093218,DS1000Retrieval,gen0_18,Search with high precision for Python snippets solving the challenge,0.70446,
2026-01-16T17:27:36.477810,DS1000Retrieval,gen0_19,Retrieve Python examples that maximize finding relevant solutions,0.69836,
2026-01-16T17:27:37.338661,DS1000Retrieval,gen0_20,Locate domain-specific examples across pandas and numpy functions,0.69529,
2026-01-16T17:28:07.816873,DS1000Retrieval,gen0_21,Fetch code that precisely matches the user's data science problem,0.70986,
2026-01-16T17:28:38.569851,DS1000Retrieval,gen0_22,Identify potential Python snippets for data visualization needs,0.70016,
2026-01-16T17:28:39.427404,DS1000Retrieval,gen0_23,Discover computational routines extensively using pandas operations,0.70234,
2026-01-16T17:29:10.476266,DS1000Retrieval,gen0_24,"Using only core phrases, search for precise Python code matching",0.70129,
2026-01-16T17:30:31.602553,DS1000Retrieval,gen2_01,"Instruct: Retrieve Python snippets for data science processing tasks
Query: ",0.70272,
2026-01-16T17:30:31.832801,DS1000Retrieval,gen2_02,"Instruct: For data transformation, find numpy and pandas routines
Query: ",0.70867,
2026-01-16T17:30:32.051916,DS1000Retrieval,gen2_00,"Instruct: Obtain efficient Python solutions using scipy and numpy
Query: ",0.7091,
2026-01-16T17:31:34.307293,DS1000Retrieval,gen2_03,"Instruct: Retrieve most relevant Python code solving data science issues
Query: ",0.70356,
2026-01-16T17:31:34.650780,DS1000Retrieval,gen2_04,"Instruct: Obtain comprehensive solutions using pandas and numpy
Query: ",0.7069,
2026-01-16T17:31:34.735195,DS1000Retrieval,gen2_05,"Instruct: Find Python routines for efficient data processing
Query: ",0.70744,
2026-01-16T17:32:37.310100,DS1000Retrieval,gen2_06,"Instruct: Directly applicable solutions using pandas for data science
Query: ",0.70337,
2026-01-16T17:32:37.784273,DS1000Retrieval,gen2_07,"Instruct: Locate Python scripts solving science-based computational problems
Query: ",0.70163,
2026-01-16T17:32:37.933296,DS1000Retrieval,gen2_08,"Instruct: Obtain quick solutions for science problem solving
Query: ",0.70998,
2026-01-16T17:33:39.986530,DS1000Retrieval,gen2_09,"Instruct: Directly applicable numpy solutions for data transformation
Query: ",0.70857,
2026-01-16T17:33:40.480510,DS1000Retrieval,gen2_10,"Instruct: Efficient processing solutions using pandas
Query: ",0.70491,
2026-01-16T17:33:41.123983,DS1000Retrieval,gen2_11,"Instruct: Comprehensive Python snippets using scipy
Query: ",0.70553,
2026-01-16T17:34:42.653907,DS1000Retrieval,gen2_12,"Instruct: For data science tasks, retrieve Python codes
Query: ",0.71162,
2026-01-16T17:34:43.140420,DS1000Retrieval,gen2_13,"Instruct: Efficient routines for data science with numpy
Query: ",0.70898,
2026-01-16T17:34:43.794390,DS1000Retrieval,gen2_14,"Instruct: Find Python codes solving complex data transformations
Query: ",0.70665,
2026-01-16T17:36:48.161551,LegalQuAD,gen0_01,Retrieve the most relevant legal passage for the query,0.73157,
2026-01-16T17:36:48.162540,LegalQuAD,gen0_00,,0.74604,
2026-01-16T17:36:48.630944,LegalQuAD,gen0_02,Find German legal documents that best answer the question,0.73007,
2026-01-16T17:37:52.522811,LegalQuAD,gen0_03,Search for passages that precisely match the legal context,0.73194,
2026-01-16T17:37:52.689797,LegalQuAD,gen0_05,Identify passages addressing the legal issue in detail,0.73453,
2026-01-16T17:37:53.475198,LegalQuAD,gen0_04,Locate similar legal cases using the provided question,0.72493,
2026-01-16T17:38:58.109940,LegalQuAD,gen0_06,Match the query with pertinent German legal texts,0.72492,
2026-01-16T17:38:58.351327,LegalQuAD,gen0_07,Discover relevant legal paragraphs to address the query,0.72983,
2026-01-16T17:38:58.856200,LegalQuAD,gen0_08,Fetch supporting passages from German legal documents,0.72567,
2026-01-16T17:40:02.176603,LegalQuAD,gen0_10,Surface legal content closely related to the question,0.74122,
2026-01-16T17:40:02.869484,LegalQuAD,gen0_09,Obtain complete answers using related legal materials,0.74526,
2026-01-16T17:40:03.087590,LegalQuAD,gen0_11,"For the question asked, retrieve related legal outcomes",0.74092,
2026-01-16T17:41:06.485100,LegalQuAD,gen0_12,"Based on legal terminology, find corresponding passages",0.72799,
2026-01-16T17:41:06.950438,LegalQuAD,gen0_13,"Using query context, search for precise legal matches",0.7287,
2026-01-16T17:41:07.257653,LegalQuAD,gen0_14,"In the realm of law, obtain pertinent document excerpts",0.74445,
2026-01-16T17:41:35.353208,LegalQuAD,gen0_15,"Given a legal question, locate accurate textual evidence",,"You have exceeded the Tokens Per Minute (TPM) rate limit of 3,000,000 tokens per minute for voyage-4-large. In the minute before this request, you used 2,968,153 tokens. See our documentation for ways to avoid or increase rate limits: https://docs.voyageai.com/docs/rate-limits#what-happens-if-i-exceed-the-rate-limit"
2026-01-16T17:42:12.014844,LegalQuAD,gen0_16,Find legal precedents relevant to resolving the query,0.72243,
2026-01-16T17:42:22.653179,LegalQuAD,gen0_17,Retrieve textual references legal in nature and precise,0.73129,
2026-01-16T17:42:40.028577,LegalQuAD,gen0_18,"On semantic analysis, fetch corresponding legal sections",0.72018,
2026-01-16T17:43:22.384910,LegalQuAD,gen0_19,Search for exact legal passages matching the query terms,0.72945,
2026-01-16T17:43:43.388579,LegalQuAD,gen0_20,Locate detailed legal discourse around the provided query,,"You have exceeded the Tokens Per Minute (TPM) rate limit of 3,000,000 tokens per minute for voyage-4-large. In the minute before this request, you used 2,940,364 tokens. See our documentation for ways to avoid or increase rate limits: https://docs.voyageai.com/docs/rate-limits#what-happens-if-i-exceed-the-rate-limit"
2026-01-16T17:43:44.736045,LegalQuAD,gen0_21,"Based on legal principles, discover aligned passages",,"You have exceeded the Tokens Per Minute (TPM) rate limit of 3,000,000 tokens per minute for voyage-4-large. In the minute before this request, you used 2,961,801 tokens. See our documentation for ways to avoid or increase rate limits: https://docs.voyageai.com/docs/rate-limits#what-happens-if-i-exceed-the-rate-limit"
2026-01-16T17:44:08.823234,LegalQuAD,gen0_24,Explore legal narrative segments that clarify the question,,"You have exceeded the Tokens Per Minute (TPM) rate limit of 3,000,000 tokens per minute for voyage-4-large. In the minute before this request, you used 2,924,733 tokens. See our documentation for ways to avoid or increase rate limits: https://docs.voyageai.com/docs/rate-limits#what-happens-if-i-exceed-the-rate-limit"
2026-01-16T17:44:26.397301,LegalQuAD,gen0_22,Utilize the context to match plausible legal responses,0.72968,
2026-01-16T17:44:47.431722,LegalQuAD,gen0_23,"For the question's sake, surface top legal document hits",0.74,
2026-01-16T17:46:01.080595,LegalQuAD,gen1_00,Surface applicable legal content using pertinent materials,0.7449,
2026-01-16T17:46:01.631711,LegalQuAD,gen1_02,Retrieve complete responses from relevant legal resources,0.7449,
2026-01-16T17:46:01.975386,LegalQuAD,gen1_01,"In legal contexts, obtain comprehensive document excerpts",0.73834,
2026-01-16T17:47:05.111301,LegalQuAD,gen1_03,"For legal questions, obtain related content excerpts",0.74221,
2026-01-16T17:47:05.662768,LegalQuAD,gen1_04,Discover comprehensive answers using applicable legal materials,0.74414,
2026-01-16T17:47:06.053624,LegalQuAD,gen1_05,Surface content directly related to the legal query,0.7341,
2026-01-16T17:48:09.904797,LegalQuAD,gen1_06,"From legal contexts, obtain extracts closely linked to the question",0.73323,
2026-01-16T17:48:11.160269,LegalQuAD,gen1_07,Obtain succinct and relevant legal document excerpts,0.74076,
2026-01-16T17:48:11.938344,LegalQuAD,gen1_08,Retrieve precise legal content correlated with the query,0.73888,
2026-01-16T17:49:14.929099,LegalQuAD,gen1_09,Surface the most relevant legal content for the question,0.73927,
2026-01-16T17:49:15.533358,LegalQuAD,gen1_10,Obtain relevant legal excerpts,0.73728,
2026-01-16T17:49:16.400562,LegalQuAD,gen1_11,Retrieve pertinent legal material comprehensively,0.73998,
2026-01-16T17:50:19.056815,LegalQuAD,gen1_12,Deliver legal insights directly applicable to the question,0.73815,
2026-01-16T17:50:19.743237,LegalQuAD,gen1_13,Assess legal contexts closely linked to the queried topic,0.73525,
2026-01-16T17:50:31.569171,LegalQuAD,gen1_14,Explore applicable legal contexts for precise document excerpts,0.73888,
2026-01-16T17:51:47.841385,LegalQuAD,gen2_00,Instruct: Surface relevant legal resources using complete materials,0.73851,
2026-01-16T17:51:48.699206,LegalQuAD,gen2_02,Instruct: Surface applicable excerpts from legal materials,0.72625,
2026-01-16T17:51:49.174175,LegalQuAD,gen2_01,Instruct: Obtain complete legal responses with related materials,0.74022,
2026-01-16T17:52:52.016639,LegalQuAD,gen2_03,Instruct: Obtain responses from pertinent legal texts,0.73767,
2026-01-16T17:52:52.842540,LegalQuAD,gen2_04,Instruct: Retrieve comprehensive responses using the realm of law,0.73918,
2026-01-16T17:52:58.829741,LegalQuAD,gen2_05,Instruct: Secure applicable legal content from relevant resources,0.73706,
2026-01-16T17:53:17.389969,LegalQuAD,gen2_06,Instruct: Surface complete responses from applicable legal materials,,"You have exceeded the Tokens Per Minute (TPM) rate limit of 3,000,000 tokens per minute for voyage-4-large. In the minute before this request, you used 2,965,071 tokens. See our documentation for ways to avoid or increase rate limits: https://docs.voyageai.com/docs/rate-limits#what-happens-if-i-exceed-the-rate-limit"
2026-01-16T17:53:24.573089,LegalQuAD,gen2_07,Instruct: Retrieve related legal content using efficient methods,,"You have exceeded the Tokens Per Minute (TPM) rate limit of 3,000,000 tokens per minute for voyage-4-large. In the minute before this request, you used 2,955,422 tokens. See our documentation for ways to avoid or increase rate limits: https://docs.voyageai.com/docs/rate-limits#what-happens-if-i-exceed-the-rate-limit"
2026-01-16T17:54:04.584607,LegalQuAD,gen2_08,Instruct: Surface legal materials offering direct responses,0.73976,
2026-01-16T17:54:22.763800,LegalQuAD,gen2_09,Instruct: Obtain most pertinent legal responses efficiently,0.7382,
2026-01-16T17:54:34.884074,LegalQuAD,gen2_10,Instruct: Retrieve essential legal materials quickly,0.73857,
2026-01-16T17:54:49.103530,LegalQuAD,gen2_11,Instruct: Surface comprehensive legal content responsively,,"You have exceeded the Tokens Per Minute (TPM) rate limit of 3,000,000 tokens per minute for voyage-4-large. In the minute before this request, you used 2,980,134 tokens. See our documentation for ways to avoid or increase rate limits: https://docs.voyageai.com/docs/rate-limits#what-happens-if-i-exceed-the-rate-limit"
2026-01-16T17:55:27.776030,LegalQuAD,gen2_12,Instruct: Utilize legal realm to secure required materials,0.7359,
2026-01-16T17:55:39.780837,LegalQuAD,gen2_13,Instruct: Obtain legal content swiftly using specific materials,0.74141,
2026-01-16T17:55:53.286278,LegalQuAD,gen2_14,Instruct: Explore innovative paths for obtaining legal content,0.72091,
2026-01-16T18:04:21.391828,HC3FinanceRetrieval,gen0_01,Retrieve pertinent financial documents for the inquiry stated,0.76564,
2026-01-16T18:04:21.657916,HC3FinanceRetrieval,gen0_00,,0.77488,
2026-01-16T18:04:21.861405,HC3FinanceRetrieval,gen0_02,"For the finance question given, find the most relevant answers",0.75393,
2026-01-16T18:04:28.149158,HC3FinanceRetrieval,gen0_03,"Based on the user query, match documents with high relevancy",0.75283,
2026-01-16T18:04:28.814141,HC3FinanceRetrieval,gen0_05,Discover documents that precisely address the financial query,0.76741,
2026-01-16T18:04:29.673393,HC3FinanceRetrieval,gen0_04,"Using the financial question, locate helpful related documents",0.75758,
2026-01-16T18:04:34.821171,HC3FinanceRetrieval,gen0_06,Search for financial insights that can answer the current question,0.7659,
2026-01-16T18:04:36.209457,HC3FinanceRetrieval,gen0_08,Obtain documents that closely reflect the user’s finance query,0.7691,
2026-01-16T18:04:36.409937,HC3FinanceRetrieval,gen0_07,Identify ChatGPT and human-generated responses related to the query,0.75467,
2026-01-16T18:04:40.871717,HC3FinanceRetrieval,gen0_09,Fetch finance documents with high semantic similarity to the question,0.74909,
2026-01-16T18:04:41.070598,HC3FinanceRetrieval,gen0_10,Locate domain-specific financial analyses relevant to the inquiry,0.75267,
2026-01-16T18:04:41.869668,HC3FinanceRetrieval,gen0_11,"For this finance question, surface relevant Q&A documents",0.77533,
2026-01-16T18:04:46.878787,HC3FinanceRetrieval,gen0_12,Match the finance query with pertinent archived responses,0.75429,
2026-01-16T18:04:47.321884,HC3FinanceRetrieval,gen0_13,"Given a financial problem, retrieve solutions and insights",0.76495,
2026-01-16T18:04:48.096133,HC3FinanceRetrieval,gen0_14,Find comprehensive finance documents that answer the question accurately,0.7761,
2026-01-16T18:04:53.009852,HC3FinanceRetrieval,gen0_16,Explore and return financial documents with a focus on precision,0.76434,
