timestamp,dataset,prompt_id,prompt,corpus_prompt_id,corpus_prompt,score,error
2026-02-20T15:58:55.468240,LegalQuAD,gen0_q04,Locate similar legal cases for: {text},gen0_c00,{text},0.68012,
2026-02-20T15:58:55.477426,LegalQuAD,gen0_q03,Search for passages that precisely match: {text},gen0_c09,Legal paragraph: {text},0.57623,
2026-02-20T15:58:57.191115,LegalQuAD,gen0_q04,Locate similar legal cases for: {text},gen0_c01,German legal passage: {text},0.67604,
2026-02-20T15:59:10.291223,LegalQuAD,gen0_q04,Locate similar legal cases for: {text},gen0_c02,Legal document content: {text},0.68672,
2026-02-20T15:59:11.747368,LegalQuAD,gen0_q04,Locate similar legal cases for: {text},gen0_c03,Relevant legal provision: {text},0.67875,
2026-02-20T15:59:14.570259,LegalQuAD,gen0_q04,Locate similar legal cases for: {text},gen0_c04,German law excerpt: {text},0.67481,
2026-02-20T15:59:16.477350,LegalQuAD,gen0_q04,Locate similar legal cases for: {text},gen0_c06,Statutory provision: {text},0.67719,
2026-02-20T15:59:16.575460,LegalQuAD,gen0_q04,Locate similar legal cases for: {text},gen0_c05,Legal text: {text},0.68861,
2026-02-20T15:59:17.873078,LegalQuAD,gen0_q04,Locate similar legal cases for: {text},gen0_c07,Legal reference: {text},0.68191,
2026-02-20T15:59:31.297598,LegalQuAD,gen0_q04,Locate similar legal cases for: {text},gen0_c08,German legal statute: {text},0.67522,
2026-02-20T15:59:32.767000,LegalQuAD,gen0_q04,Locate similar legal cases for: {text},gen0_c09,Legal paragraph: {text},0.68254,
2026-02-20T15:59:35.874920,LegalQuAD,gen0_q05,Identify legal passages addressing: {text},gen0_c00,{text},0.66387,
2026-02-20T15:59:37.578522,LegalQuAD,gen0_q05,Identify legal passages addressing: {text},gen0_c02,Legal document content: {text},0.67611,
2026-02-20T15:59:37.887450,LegalQuAD,gen0_q05,Identify legal passages addressing: {text},gen0_c01,German legal passage: {text},0.66644,
2026-02-20T15:59:38.877813,LegalQuAD,gen0_q05,Identify legal passages addressing: {text},gen0_c03,Relevant legal provision: {text},0.66827,
2026-02-20T15:59:51.856246,LegalQuAD,gen0_q05,Identify legal passages addressing: {text},gen0_c04,German law excerpt: {text},0.66784,
2026-02-20T15:59:53.375589,LegalQuAD,gen0_q05,Identify legal passages addressing: {text},gen0_c05,Legal text: {text},0.67612,
2026-02-20T15:59:56.427383,LegalQuAD,gen0_q05,Identify legal passages addressing: {text},gen0_c06,Statutory provision: {text},0.67251,
2026-02-20T15:59:58.241536,LegalQuAD,gen0_q05,Identify legal passages addressing: {text},gen0_c07,Legal reference: {text},0.67354,
2026-02-20T15:59:58.698387,LegalQuAD,gen0_q05,Identify legal passages addressing: {text},gen0_c08,German legal statute: {text},0.67267,
2026-02-20T15:59:59.483115,LegalQuAD,gen0_q05,Identify legal passages addressing: {text},gen0_c09,Legal paragraph: {text},0.67459,
2026-02-20T16:00:12.407506,LegalQuAD,gen0_q06,Match pertinent German legal texts for: {text},gen0_c00,{text},0.5707,
2026-02-20T16:00:13.977658,LegalQuAD,gen0_q06,Match pertinent German legal texts for: {text},gen0_c01,German legal passage: {text},0.59719,
2026-02-20T16:00:17.007523,LegalQuAD,gen0_q06,Match pertinent German legal texts for: {text},gen0_c02,Legal document content: {text},0.58219,
2026-02-20T16:00:18.882296,LegalQuAD,gen0_q06,Match pertinent German legal texts for: {text},gen0_c03,Relevant legal provision: {text},0.57552,
2026-02-20T16:00:19.584303,LegalQuAD,gen0_q06,Match pertinent German legal texts for: {text},gen0_c04,German law excerpt: {text},0.60006,
2026-02-20T16:00:20.185442,LegalQuAD,gen0_q06,Match pertinent German legal texts for: {text},gen0_c05,Legal text: {text},0.58953,
2026-02-20T16:00:33.035465,LegalQuAD,gen0_q06,Match pertinent German legal texts for: {text},gen0_c06,Statutory provision: {text},0.57556,
2026-02-20T16:00:34.576422,LegalQuAD,gen0_q06,Match pertinent German legal texts for: {text},gen0_c07,Legal reference: {text},0.57966,
2026-02-20T16:00:37.643287,LegalQuAD,gen0_q06,Match pertinent German legal texts for: {text},gen0_c08,German legal statute: {text},0.59155,
2026-02-20T16:00:39.560884,LegalQuAD,gen0_q06,Match pertinent German legal texts for: {text},gen0_c09,Legal paragraph: {text},0.57568,
2026-02-20T16:00:40.407172,LegalQuAD,gen0_q07,Discover relevant legal paragraphs for: {text},gen0_c00,{text},0.66116,
2026-02-20T16:00:40.754259,LegalQuAD,gen0_q07,Discover relevant legal paragraphs for: {text},gen0_c01,German legal passage: {text},0.66771,
2026-02-20T16:00:53.718551,LegalQuAD,gen0_q07,Discover relevant legal paragraphs for: {text},gen0_c02,Legal document content: {text},0.67361,
2026-02-20T16:00:55.128556,LegalQuAD,gen0_q07,Discover relevant legal paragraphs for: {text},gen0_c03,Relevant legal provision: {text},0.66699,
2026-02-20T16:00:58.247297,LegalQuAD,gen0_q07,Discover relevant legal paragraphs for: {text},gen0_c04,German law excerpt: {text},0.66377,
2026-02-20T16:01:00.243167,LegalQuAD,gen0_q07,Discover relevant legal paragraphs for: {text},gen0_c05,Legal text: {text},0.66949,
2026-02-20T16:01:01.358607,LegalQuAD,gen0_q07,Discover relevant legal paragraphs for: {text},gen0_c07,Legal reference: {text},0.66991,
2026-02-20T16:01:01.393958,LegalQuAD,gen0_q07,Discover relevant legal paragraphs for: {text},gen0_c06,Statutory provision: {text},0.66614,
2026-02-20T16:01:14.399997,LegalQuAD,gen0_q07,Discover relevant legal paragraphs for: {text},gen0_c08,German legal statute: {text},0.67164,
2026-02-20T16:01:15.816171,LegalQuAD,gen0_q07,Discover relevant legal paragraphs for: {text},gen0_c09,Legal paragraph: {text},0.67429,
2026-02-20T16:01:18.959010,LegalQuAD,gen0_q08,Fetch supporting passages from German law for: {text},gen0_c00,{text},0.58096,
2026-02-20T16:01:20.870675,LegalQuAD,gen0_q08,Fetch supporting passages from German law for: {text},gen0_c01,German legal passage: {text},0.60231,
2026-02-20T16:01:21.947633,LegalQuAD,gen0_q08,Fetch supporting passages from German law for: {text},gen0_c02,Legal document content: {text},0.59401,
2026-02-20T16:01:22.678626,LegalQuAD,gen0_q08,Fetch supporting passages from German law for: {text},gen0_c03,Relevant legal provision: {text},0.58719,
2026-02-20T16:01:35.258506,LegalQuAD,gen0_q08,Fetch supporting passages from German law for: {text},gen0_c04,German law excerpt: {text},0.60413,
2026-02-20T16:01:36.411248,LegalQuAD,gen0_q08,Fetch supporting passages from German law for: {text},gen0_c05,Legal text: {text},0.60559,
2026-02-20T16:01:39.871405,LegalQuAD,gen0_q08,Fetch supporting passages from German law for: {text},gen0_c06,Statutory provision: {text},0.58729,
2026-02-20T16:01:41.577623,LegalQuAD,gen0_q08,Fetch supporting passages from German law for: {text},gen0_c07,Legal reference: {text},0.59555,
2026-02-20T16:01:42.644701,LegalQuAD,gen0_q08,Fetch supporting passages from German law for: {text},gen0_c08,German legal statute: {text},0.60352,
2026-02-20T16:01:43.644634,LegalQuAD,gen0_q08,Fetch supporting passages from German law for: {text},gen0_c09,Legal paragraph: {text},0.59125,
2026-02-20T16:01:56.232768,LegalQuAD,gen0_q09,"Given a legal question, locate textual evidence: {text}",gen0_c00,{text},0.68318,
2026-02-20T16:01:57.393819,LegalQuAD,gen0_q09,"Given a legal question, locate textual evidence: {text}",gen0_c01,German legal passage: {text},0.6887,
2026-02-20T16:02:00.807394,LegalQuAD,gen0_q09,"Given a legal question, locate textual evidence: {text}",gen0_c02,Legal document content: {text},0.68606,
2026-02-20T16:02:02.458619,LegalQuAD,gen0_q09,"Given a legal question, locate textual evidence: {text}",gen0_c03,Relevant legal provision: {text},0.68584,
2026-02-20T16:02:03.560279,LegalQuAD,gen0_q09,"Given a legal question, locate textual evidence: {text}",gen0_c04,German law excerpt: {text},0.69186,
2026-02-20T16:02:04.860767,LegalQuAD,gen0_q09,"Given a legal question, locate textual evidence: {text}",gen0_c05,Legal text: {text},0.6907,
2026-02-20T16:02:16.803600,LegalQuAD,gen0_q09,"Given a legal question, locate textual evidence: {text}",gen0_c06,Statutory provision: {text},0.6879,
2026-02-20T16:02:17.935658,LegalQuAD,gen0_q09,"Given a legal question, locate textual evidence: {text}",gen0_c07,Legal reference: {text},0.68757,
2026-02-20T16:02:21.331873,LegalQuAD,gen0_q09,"Given a legal question, locate textual evidence: {text}",gen0_c08,German legal statute: {text},0.68949,
2026-02-20T16:02:23.043105,LegalQuAD,gen0_q09,"Given a legal question, locate textual evidence: {text}",gen0_c09,Legal paragraph: {text},0.68374,
2026-02-20T16:03:17.507584,LegalQuAD,gen1_q00,Identify applicable legal references for: {text},gen1_c00,Legal context: {text},0.67745,
2026-02-20T16:03:19.301379,LegalQuAD,gen1_q00,Identify applicable legal references for: {text},gen1_c04,Judicial authority text: {text},0.67055,
2026-02-20T16:03:20.913017,LegalQuAD,gen1_q00,Identify applicable legal references for: {text},gen1_c01,Judicious excerpt: {text},0.68115,
2026-02-20T16:03:22.437195,LegalQuAD,gen1_q00,Identify applicable legal references for: {text},gen1_c02,Legal framework details: {text},0.6749,
2026-02-20T16:03:24.110775,LegalQuAD,gen1_q00,Identify applicable legal references for: {text},gen1_c05,Applicable provision: {text},0.66706,
2026-02-20T16:03:25.606417,LegalQuAD,gen1_q00,Identify applicable legal references for: {text},gen1_c03,Statute excerpt: {text},0.66861,
2026-02-20T16:03:38.367453,LegalQuAD,gen1_q00,Identify applicable legal references for: {text},gen1_c06,Jurisdictional reference: {text},0.6699,
2026-02-20T16:03:40.832771,LegalQuAD,gen1_q00,Identify applicable legal references for: {text},gen1_c07,Canonical legal passage: {text},0.67147,
2026-02-20T16:03:41.368552,LegalQuAD,gen1_q00,Identify applicable legal references for: {text},gen1_c08,Statutory segment: {text},0.6701,
2026-02-20T16:03:42.896497,LegalQuAD,gen1_q00,Identify applicable legal references for: {text},gen1_c09,Legal text narrative: {text},0.67786,
2026-02-20T16:03:45.029742,LegalQuAD,gen1_q00,Identify applicable legal references for: {text},gen1_c10,German law excerpt: {text},0.67047,
2026-02-20T16:03:46.482391,LegalQuAD,gen1_q00,Identify applicable legal references for: {text},gen1_c11,Legal text: {text},0.68346,
2026-02-20T16:03:59.234143,LegalQuAD,gen1_q00,Identify applicable legal references for: {text},gen1_c12,German legal passage: {text},0.67257,
2026-02-20T16:04:02.083340,LegalQuAD,gen1_q00,Identify applicable legal references for: {text},gen1_c13,German legal statute: {text},0.66512,
2026-02-20T16:04:02.198986,LegalQuAD,gen1_q00,Identify applicable legal references for: {text},gen1_c14,Legal reference: {text},0.67569,
2026-02-20T16:04:03.801806,LegalQuAD,gen1_q01,Find concise legal statutes addressing: {text},gen1_c00,Legal context: {text},0.67213,
2026-02-20T16:04:06.052188,LegalQuAD,gen1_q01,Find concise legal statutes addressing: {text},gen1_c01,Judicious excerpt: {text},0.67693,
2026-02-20T16:04:07.106801,LegalQuAD,gen1_q01,Find concise legal statutes addressing: {text},gen1_c02,Legal framework details: {text},0.67139,
2026-02-20T16:04:19.855848,LegalQuAD,gen1_q01,Find concise legal statutes addressing: {text},gen1_c03,Statute excerpt: {text},0.67128,
2026-02-20T16:04:22.719350,LegalQuAD,gen1_q01,Find concise legal statutes addressing: {text},gen1_c05,Applicable provision: {text},0.66661,
2026-02-20T16:04:23.062295,LegalQuAD,gen1_q01,Find concise legal statutes addressing: {text},gen1_c04,Judicial authority text: {text},0.68111,
2026-02-20T16:04:24.704645,LegalQuAD,gen1_q01,Find concise legal statutes addressing: {text},gen1_c06,Jurisdictional reference: {text},0.6736,
2026-02-20T16:04:27.017584,LegalQuAD,gen1_q01,Find concise legal statutes addressing: {text},gen1_c07,Canonical legal passage: {text},0.67742,
2026-02-20T16:04:27.704678,LegalQuAD,gen1_q01,Find concise legal statutes addressing: {text},gen1_c08,Statutory segment: {text},0.67237,
2026-02-20T16:04:40.398394,LegalQuAD,gen1_q01,Find concise legal statutes addressing: {text},gen1_c09,Legal text narrative: {text},0.67421,
2026-02-20T16:04:43.260365,LegalQuAD,gen1_q01,Find concise legal statutes addressing: {text},gen1_c10,German law excerpt: {text},0.67191,
2026-02-20T16:04:44.457004,LegalQuAD,gen1_q01,Find concise legal statutes addressing: {text},gen1_c11,Legal text: {text},0.68124,
2026-02-20T16:04:45.482847,LegalQuAD,gen1_q01,Find concise legal statutes addressing: {text},gen1_c12,German legal passage: {text},0.6772,
2026-02-20T16:04:48.093046,LegalQuAD,gen1_q01,Find concise legal statutes addressing: {text},gen1_c13,German legal statute: {text},0.67133,
2026-02-20T16:04:48.395821,LegalQuAD,gen1_q01,Find concise legal statutes addressing: {text},gen1_c14,Legal reference: {text},0.67412,
2026-02-20T16:05:01.358765,LegalQuAD,gen1_q02,Directly applicable precedents for question: {text},gen1_c00,Legal context: {text},0.66245,
2026-02-20T16:05:04.206017,LegalQuAD,gen1_q02,Directly applicable precedents for question: {text},gen1_c01,Judicious excerpt: {text},0.66085,
2026-02-20T16:05:05.743041,LegalQuAD,gen1_q02,Directly applicable precedents for question: {text},gen1_c02,Legal framework details: {text},0.65606,
2026-02-20T16:05:06.454819,LegalQuAD,gen1_q02,Directly applicable precedents for question: {text},gen1_c03,Statute excerpt: {text},0.65277,
2026-02-20T16:05:09.383176,LegalQuAD,gen1_q02,Directly applicable precedents for question: {text},gen1_c05,Applicable provision: {text},0.65224,
2026-02-20T16:05:09.849993,LegalQuAD,gen1_q02,Directly applicable precedents for question: {text},gen1_c04,Judicial authority text: {text},0.65527,
2026-02-20T16:05:21.904046,LegalQuAD,gen1_q02,Directly applicable precedents for question: {text},gen1_c06,Jurisdictional reference: {text},0.65804,
2026-02-20T16:05:24.763631,LegalQuAD,gen1_q02,Directly applicable precedents for question: {text},gen1_c07,Canonical legal passage: {text},0.65573,
2026-02-20T16:05:26.685654,LegalQuAD,gen1_q02,Directly applicable precedents for question: {text},gen1_c08,Statutory segment: {text},0.65754,
2026-02-20T16:05:27.048797,LegalQuAD,gen1_q02,Directly applicable precedents for question: {text},gen1_c09,Legal text narrative: {text},0.66085,
2026-02-20T16:05:29.922547,LegalQuAD,gen1_q02,Directly applicable precedents for question: {text},gen1_c10,German law excerpt: {text},0.65334,
2026-02-20T16:05:31.158792,LegalQuAD,gen1_q02,Directly applicable precedents for question: {text},gen1_c11,Legal text: {text},0.66042,
2026-02-20T16:05:42.540993,LegalQuAD,gen1_q02,Directly applicable precedents for question: {text},gen1_c12,German legal passage: {text},0.65813,
2026-02-20T16:05:45.359277,LegalQuAD,gen1_q02,Directly applicable precedents for question: {text},gen1_c13,German legal statute: {text},0.66134,
2026-02-20T16:05:47.635260,LegalQuAD,gen1_q02,Directly applicable precedents for question: {text},gen1_c14,Legal reference: {text},0.65957,
2026-02-20T16:05:47.691755,LegalQuAD,gen1_q03,Determine relevant legal frameworks for: {text},gen1_c00,Legal context: {text},0.68289,
2026-02-20T16:05:50.553628,LegalQuAD,gen1_q03,Determine relevant legal frameworks for: {text},gen1_c01,Judicious excerpt: {text},0.68639,
2026-02-20T16:05:52.223838,LegalQuAD,gen1_q03,Determine relevant legal frameworks for: {text},gen1_c02,Legal framework details: {text},0.68264,
2026-02-20T16:06:03.245467,LegalQuAD,gen1_q03,Determine relevant legal frameworks for: {text},gen1_c03,Statute excerpt: {text},0.67435,
2026-02-20T16:06:06.286358,LegalQuAD,gen1_q03,Determine relevant legal frameworks for: {text},gen1_c04,Judicial authority text: {text},0.6843,
2026-02-20T16:06:08.335058,LegalQuAD,gen1_q03,Determine relevant legal frameworks for: {text},gen1_c06,Jurisdictional reference: {text},0.68323,
2026-02-20T16:06:08.674558,LegalQuAD,gen1_q03,Determine relevant legal frameworks for: {text},gen1_c05,Applicable provision: {text},0.68281,
2026-02-20T16:06:11.176880,LegalQuAD,gen1_q03,Determine relevant legal frameworks for: {text},gen1_c07,Canonical legal passage: {text},0.68589,
2026-02-20T16:06:13.065532,LegalQuAD,gen1_q03,Determine relevant legal frameworks for: {text},gen1_c08,Statutory segment: {text},0.68242,
2026-02-20T16:06:23.894189,LegalQuAD,gen1_q03,Determine relevant legal frameworks for: {text},gen1_c09,Legal text narrative: {text},0.68681,
2026-02-20T16:06:26.900946,LegalQuAD,gen1_q03,Determine relevant legal frameworks for: {text},gen1_c10,German law excerpt: {text},0.68074,
2026-02-20T16:06:28.979080,LegalQuAD,gen1_q03,Determine relevant legal frameworks for: {text},gen1_c11,Legal text: {text},0.68457,
2026-02-20T16:06:29.622699,LegalQuAD,gen1_q03,Determine relevant legal frameworks for: {text},gen1_c12,German legal passage: {text},0.68267,
2026-02-20T16:06:31.765157,LegalQuAD,gen1_q03,Determine relevant legal frameworks for: {text},gen1_c13,German legal statute: {text},0.67908,
2026-02-20T16:06:34.321043,LegalQuAD,gen1_q03,Determine relevant legal frameworks for: {text},gen1_c14,Legal reference: {text},0.68127,
2026-02-20T16:06:44.535958,LegalQuAD,gen1_q04,Seek applicable statutes for: {text},gen1_c00,Legal context: {text},0.65674,
2026-02-20T16:06:47.467120,LegalQuAD,gen1_q04,Seek applicable statutes for: {text},gen1_c01,Judicious excerpt: {text},0.65659,
2026-02-20T16:06:49.525385,LegalQuAD,gen1_q04,Seek applicable statutes for: {text},gen1_c02,Legal framework details: {text},0.64651,
2026-02-20T16:06:50.615162,LegalQuAD,gen1_q04,Seek applicable statutes for: {text},gen1_c03,Statute excerpt: {text},0.64542,
2026-02-20T16:06:52.762438,LegalQuAD,gen1_q04,Seek applicable statutes for: {text},gen1_c04,Judicial authority text: {text},0.65671,
2026-02-20T16:06:55.369942,LegalQuAD,gen1_q04,Seek applicable statutes for: {text},gen1_c05,Applicable provision: {text},0.65633,
2026-02-20T16:07:05.041338,LegalQuAD,gen1_q04,Seek applicable statutes for: {text},gen1_c06,Jurisdictional reference: {text},0.65295,
2026-02-20T16:07:08.053846,LegalQuAD,gen1_q04,Seek applicable statutes for: {text},gen1_c07,Canonical legal passage: {text},0.6549,
2026-02-20T16:07:10.175287,LegalQuAD,gen1_q04,Seek applicable statutes for: {text},gen1_c08,Statutory segment: {text},0.6547,
2026-02-20T16:07:12.129880,LegalQuAD,gen1_q04,Seek applicable statutes for: {text},gen1_c09,Legal text narrative: {text},0.65956,
2026-02-20T16:07:13.439689,LegalQuAD,gen1_q04,Seek applicable statutes for: {text},gen1_c10,German law excerpt: {text},0.64794,
2026-02-20T16:07:16.298549,LegalQuAD,gen1_q04,Seek applicable statutes for: {text},gen1_c11,Legal text: {text},0.66546,
2026-02-20T16:07:26.171825,LegalQuAD,gen1_q04,Seek applicable statutes for: {text},gen1_c12,German legal passage: {text},0.65141,
2026-02-20T16:07:29.020882,LegalQuAD,gen1_q04,Seek applicable statutes for: {text},gen1_c13,German legal statute: {text},0.65404,
2026-02-20T16:07:31.135113,LegalQuAD,gen1_q04,Seek applicable statutes for: {text},gen1_c14,Legal reference: {text},0.6542,
2026-02-20T16:07:33.449789,LegalQuAD,gen1_q05,Pinpoint applicable legal text for: {text},gen1_c00,Legal context: {text},0.67143,
2026-02-20T16:07:34.400665,LegalQuAD,gen1_q05,Pinpoint applicable legal text for: {text},gen1_c01,Judicious excerpt: {text},0.67194,
2026-02-20T16:07:38.173443,LegalQuAD,gen1_q05,Pinpoint applicable legal text for: {text},gen1_c02,Legal framework details: {text},0.67171,
2026-02-20T16:07:46.773373,LegalQuAD,gen1_q05,Pinpoint applicable legal text for: {text},gen1_c03,Statute excerpt: {text},0.66708,
2026-02-20T16:07:49.579658,LegalQuAD,gen1_q05,Pinpoint applicable legal text for: {text},gen1_c04,Judicial authority text: {text},0.6687,
2026-02-20T16:07:51.798680,LegalQuAD,gen1_q05,Pinpoint applicable legal text for: {text},gen1_c05,Applicable provision: {text},0.66386,
2026-02-20T16:07:54.409078,LegalQuAD,gen1_q05,Pinpoint applicable legal text for: {text},gen1_c06,Jurisdictional reference: {text},0.66886,
2026-02-20T16:07:55.006845,LegalQuAD,gen1_q05,Pinpoint applicable legal text for: {text},gen1_c07,Canonical legal passage: {text},0.67171,
2026-02-20T16:07:59.082399,LegalQuAD,gen1_q05,Pinpoint applicable legal text for: {text},gen1_c08,Statutory segment: {text},0.6699,
2026-02-20T16:08:07.360828,LegalQuAD,gen1_q05,Pinpoint applicable legal text for: {text},gen1_c09,Legal text narrative: {text},0.67709,
2026-02-20T16:08:10.081083,LegalQuAD,gen1_q05,Pinpoint applicable legal text for: {text},gen1_c10,German law excerpt: {text},0.67243,
2026-02-20T16:08:12.375703,LegalQuAD,gen1_q05,Pinpoint applicable legal text for: {text},gen1_c11,Legal text: {text},0.6741,
2026-02-20T16:08:15.322938,LegalQuAD,gen1_q05,Pinpoint applicable legal text for: {text},gen1_c12,German legal passage: {text},0.66681,
2026-02-20T16:08:15.585122,LegalQuAD,gen1_q05,Pinpoint applicable legal text for: {text},gen1_c13,German legal statute: {text},0.67192,
2026-02-20T16:08:20.032882,LegalQuAD,gen1_q05,Pinpoint applicable legal text for: {text},gen1_c14,Legal reference: {text},0.67206,
2026-02-20T16:08:27.979682,LegalQuAD,gen1_q06,Explore legal context for: {text},gen1_c00,Legal context: {text},0.68876,
2026-02-20T16:08:30.753443,LegalQuAD,gen1_q06,Explore legal context for: {text},gen1_c01,Judicious excerpt: {text},0.69025,
2026-02-20T16:08:32.972238,LegalQuAD,gen1_q06,Explore legal context for: {text},gen1_c02,Legal framework details: {text},0.68725,
2026-02-20T16:08:36.118860,LegalQuAD,gen1_q06,Explore legal context for: {text},gen1_c04,Judicial authority text: {text},0.68863,
2026-02-20T16:08:36.212987,LegalQuAD,gen1_q06,Explore legal context for: {text},gen1_c03,Statute excerpt: {text},0.68344,
2026-02-20T16:08:40.878930,LegalQuAD,gen1_q06,Explore legal context for: {text},gen1_c05,Applicable provision: {text},0.6826,
2026-02-20T16:08:48.534186,LegalQuAD,gen1_q06,Explore legal context for: {text},gen1_c06,Jurisdictional reference: {text},0.68906,
2026-02-20T16:08:51.244539,LegalQuAD,gen1_q06,Explore legal context for: {text},gen1_c07,Canonical legal passage: {text},0.68815,
2026-02-20T16:08:53.524991,LegalQuAD,gen1_q06,Explore legal context for: {text},gen1_c08,Statutory segment: {text},0.68486,
2026-02-20T16:08:56.702208,LegalQuAD,gen1_q06,Explore legal context for: {text},gen1_c09,Legal text narrative: {text},0.69055,
2026-02-20T16:08:57.124167,LegalQuAD,gen1_q06,Explore legal context for: {text},gen1_c10,German law excerpt: {text},0.68675,
